BEGIN_DATE_GMT,Actual_Load,Predicted_Load,Predicted_Load_lower,Predicted_Load_upper,Temperature_Norm_Load,Temperature_Norm_lower,Temperature_Norm_upper
2020-11-26 08:00:00,9362.0,9383.792020641655,7803.976848572363,11212.607587565828,9383.792020641655,7911.016252942786,11187.89832969381
2020-11-26 09:00:00,9322.0,9324.532636638789,7764.384990448284,11172.715250089912,9324.532636638789,7849.444702048877,11109.384483121956
2020-11-26 10:00:00,9345.0,9348.191990123336,7804.557751270707,11045.198137017089,9348.191990123336,7843.0350198360475,11190.598267986225
2020-11-26 11:00:00,9396.0,9468.675531181201,7922.215678777765,11323.293137790408,9468.675531181201,8087.582757417764,11196.426269286476
2020-11-26 12:00:00,9556.0,9705.93706306384,8125.48041836191,11632.428232263303,9705.93706306384,8308.726232756611,11406.560979284593
2020-11-26 13:00:00,9931.0,10001.833637526483,8457.732446452532,11768.681445681685,10001.833637526483,8494.891903205335,11716.023802796642
2020-11-26 14:00:00,10389.0,10310.216670277508,8746.006126652474,12150.029974090447,10310.216670277508,8899.151712334718,11991.469897961393
2020-11-26 15:00:00,10568.0,10542.593374035403,8963.116819877914,12365.953421311036,10542.593374035403,9011.44423045691,12285.014134802039
2020-11-26 16:00:00,10580.0,10672.89325361228,9149.830823736187,12592.440181278527,10672.89325361228,9177.145385504147,12391.948544392537
2020-11-26 17:00:00,10599.0,10700.17052471143,9102.73055244312,12418.03884866062,10700.17052471143,9292.93797263392,12379.306586406063
2020-11-26 18:00:00,10547.0,10684.171585533708,9038.802235596479,12445.97325031219,10684.171585533708,9321.75691344487,12416.067861594289
2020-11-26 19:00:00,10544.0,10679.985457842808,9180.90266506736,12538.142623292893,10679.985457842808,9254.880807767551,12385.124204571459
2020-11-26 20:00:00,10533.0,10694.16220364306,9223.020253915343,12475.573702514186,10694.16220364306,9365.723010255011,12429.59573999967
2020-11-26 21:00:00,10458.0,10694.934717103071,9210.089461517216,12499.88332551954,10694.934717103071,9251.374716426122,12526.500986632305
2020-11-26 22:00:00,10537.0,10700.791557527577,9197.04839532107,12596.147168510935,10700.791557527577,9402.093966148552,12399.294396260915
2020-11-26 23:00:00,10824.0,10717.034916648665,9096.055217340112,12548.880543211677,10717.034916648665,9352.711300835179,12546.254198867278
2020-11-27 00:00:00,10961.0,10740.242306728114,9141.111126079717,12575.020080518749,10740.242306728114,9348.479221854115,12529.797758567976
2020-11-27 01:00:00,10774.0,10745.168031952157,9234.589249226923,12599.877767597243,10745.168031952157,9350.807587215371,12540.24005886169
2020-11-27 02:00:00,10630.0,10682.912310839334,9145.008946673688,12468.804968670634,10682.912310839334,9343.713603152219,12470.955554517172
2020-11-27 03:00:00,10429.0,10513.247680345197,8980.858240527157,12553.138424534758,10513.247680345197,9073.354198961284,12439.044090222907
